Census year,CLUE small area,Trading name,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude
2022,Melbourne (CBD),Sarawak Kitchen Express,Cafes and Restaurants,Seats - Indoor,56,144.961763,-37.80816951
2022,Melbourne (CBD),Market Lane Coffee,Cafes and Restaurants,Seats - Indoor,4,144.9576272,-37.80783257
2022,Melbourne (CBD),Market Lane Coffee,Cafes and Restaurants,Seats - Outdoor,24,144.9576272,-37.80783257
2022,Melbourne (CBD),McDonalds,Cafes and Restaurants,Seats - Indoor,136,144.9595541,-37.80735246
2022,Melbourne (CBD),Chef David,Cafes and Restaurants,Seats - Indoor,60,144.960624,-37.80783716
2022,Melbourne (CBD),Podium,Cafes and Restaurants,Seats - Indoor,57,144.961925,-37.806931
2022,Docklands,Byblos Bar & Restaurant,Cafes and Restaurants,Seats - Outdoor,80,144.9537825,-37.82258101
2022,Carlton,Milk The Cow Licensed Fromagerie,Cafes and Restaurants,Seats - Outdoor,20,144.9671258,-37.79777441
2022,Carlton,Jimmy Watson's Wine Bar,Cafes and Restaurants,Seats - Indoor,120,144.9671719,-37.79751106
2022,Carlton,Intersection Cafe,Cafes and Restaurants,Seats - Outdoor,4,144.9672262,-37.79734792
2022,Carlton,Le Miel Et Le Lune,Cafes and Restaurants,Seats - Indoor,35,144.966378,-37.79685794
2022,Carlton,Adonai Foods,Cafes and Restaurants,Seats - Indoor,80,144.9692501,-37.79475022
2022,Carlton,Rathdowne & Reeves Cafe,Cafes and Restaurants,Seats - Indoor,48,144.9707672,-37.79366093
2022,Carlton,Ima Project Cafe,Cafes and Restaurants,Seats - Outdoor,22,144.9692946,-37.79758049
2022,Carlton,Crinitis Southern Italian Cuisine,Cafes and Restaurants,Seats - Indoor,110,144.9678378,-37.79850635
2022,Carlton,Yo-Chi Frozen Yogurt,Cafes and Restaurants,Seats - Outdoor,20,144.9680154,-37.79843711
2022,Carlton,Sea Salt Kitchen,Cafes and Restaurants,Seats - Outdoor,23,144.9676437,-37.79828028
2022,Carlton,Doc Pizza & Mozarella Bar,Cafes and Restaurants,Seats - Outdoor,40,144.9684443,-37.79898519
2022,Carlton,Lavezzi Gelateria,Takeaway Food Services,Seats - Indoor,4,144.9674929,-37.79916376
2022,Carlton,Chamman Pizza,Takeaway Food Services,Seats - Indoor,15,144.9710741,-37.79585696
2022,Carlton,Darbaar Restaurant,Cafes and Restaurants,Seats - Indoor,65,144.9710396,-37.79604573
2022,Carlton,Tanaka Coffee and Grocer,Cafes and Restaurants,Seats - Outdoor,6,144.9710396,-37.79604573
2022,Carlton,Thai 29 Carlton,Cafes and Restaurants,Seats - Outdoor,8,144.9711753,-37.79523237
2022,Carlton,The Olive Jar,Cafes and Restaurants,Seats - Outdoor,20,144.9711494,-37.79538115
2022,Carlton,The Dumplings & Tea Co,Cafes and Restaurants,Seats - Indoor,24,144.9592349,-37.80185726
2022,Carlton,XD Fresh,Takeaway Food Services,Seats - Indoor,24,144.9643332,-37.80189616
2022,Carlton,Don Tojo,Cafes and Restaurants,Seats - Indoor,48,144.9656262,-37.80132622
2022,Carlton,Carlton Grill & Kebab House,Cafes and Restaurants,Seats - Indoor,20,144.9656262,-37.80132622
2022,Carlton,Hwatu,Cafes and Restaurants,Seats - Outdoor,12,144.9664775,-37.80160555
2022,Carlton,Cafe Notturno,Cafes and Restaurants,Seats - Indoor,100,144.9665052,-37.80144757
2022,Carlton,NL House,Takeaway Food Services,Seats - Outdoor,16,144.9656839,-37.80080695
2022,Carlton,Coffee On Drummond,Cafes and Restaurants,Seats - Indoor,18,144.968279,-37.80480731
2022,Carlton,El Giza Bar and Lounge,"Pubs, Taverns and Bars",Seats - Indoor,100,144.9667444,-37.80359332
2022,Carlton,El Giza Bar and Lounge,"Pubs, Taverns and Bars",Seats - Outdoor,20,144.9667444,-37.80359332
2022,Carlton,Lambs Restaurant,Cafes and Restaurants,Seats - Outdoor,22,144.966702,-37.8044377
2022,Carlton,Universal Restaurant,Cafes and Restaurants,Seats - Outdoor,90,144.9660867,-37.80384761
2022,Carlton,Mandina Kitchen,Cafes and Restaurants,Seats - Indoor,60,144.9660976,-37.80378401
2022,Carlton,Hotel Lincoln,"Pubs, Taverns and Bars",Seats - Indoor,62,144.9645057,-37.80448532
2022,Carlton,Mama Tsai,Cafes and Restaurants,Seats - Indoor,28,144.9610729,-37.80239254
2022,Carlton,Bar Scopa,Cafes and Restaurants,Seats - Indoor,14,144.9602118,-37.80290325
2022,Carlton,Seven Seeds,Cafes and Restaurants,Seats - Outdoor,16,144.9591271,-37.80287781
2022,Carlton,Flovie Florist Cafe,Cafes and Restaurants,Seats - Outdoor,10,144.9599256,-37.80440558
2022,Carlton,A Cafe Called John,Cafes and Restaurants,Seats - Outdoor,16,144.9605077,-37.80570167
2022,Carlton,Queensberry Hotel,"Pubs, Taverns and Bars",Seats - Indoor,60,144.9629073,-37.80475288
2022,Carlton,Mille and B,Bakery Product Manufacturing (Non-factory based),Seats - Indoor,16,144.9619787,-37.80566248
2022,Carlton,Woodside Green,Cafes and Restaurants,Seats - Outdoor,18,144.9644472,-37.8048614
2022,Carlton,Boogie House Hotpot,Cafes and Restaurants,Seats - Indoor,48,144.9633297,-37.80600874
2022,Carlton,Coffee On Cardigan,Cafes and Restaurants,Seats - Indoor,20,144.9639571,-37.80592639
2022,Carlton,The Curtin,"Pubs, Taverns and Bars",Seats - Outdoor,16,144.9656986,-37.80619946
2022,Carlton,Chinger Biang Biang Noodle,Cafes and Restaurants,Seats - Indoor,20,144.9653524,-37.80670077
2022,Parkville,The Ida Bar,Cafes and Restaurants,Seats - Outdoor,100,144.9612087,-37.7967717
2022,Parkville,Castro's Kiosk,Takeaway Food Services,Seats - Outdoor,34,144.9612087,-37.7967717
2022,North Melbourne,Palette,Cafes and Restaurants,Seats - Outdoor,18,144.9471385,-37.80252653
2022,North Melbourne,The Hot Poppy,Cafes and Restaurants,Seats - Indoor,16,144.9490008,-37.80475134
2022,North Melbourne,Salt Seafood and Burger Bar,Takeaway Food Services,Seats - Outdoor,18,144.9490305,-37.80470214
2022,North Melbourne,Char Siu House,Cafes and Restaurants,Seats - Indoor,38,144.9490851,-37.80412429
2022,North Melbourne,KL Bunga Raya,Cafes and Restaurants,Seats - Outdoor,15,144.9497258,-37.80435618
2022,North Melbourne,Sublime cafe,Takeaway Food Services,Seats - Indoor,8,144.949647,-37.80471302
2022,North Melbourne,Sublime cafe,Takeaway Food Services,Seats - Outdoor,12,144.949647,-37.80471302
2022,North Melbourne,El Sabor,Cafes and Restaurants,Seats - Indoor,70,144.9496809,-37.80491632
2022,North Melbourne,Le Bajo,Cafes and Restaurants,Seats - Indoor,35,144.9542412,-37.8050923
2022,North Melbourne,Prudence Bar,"Pubs, Taverns and Bars",Seats - Indoor,70,144.9540542,-37.80543436
2022,North Melbourne,Melbourne Toodouri,Cafes and Restaurants,Seats - Indoor,60,144.9577234,-37.80584227
2022,North Melbourne,Braised Ducky Lee,Takeaway Food Services,Seats - Indoor,4,144.9579732,-37.8057226
2022,North Melbourne,BBQ Brothers 10,Cafes and Restaurants,Seats - Indoor,76,144.9581242,-37.80460723
2022,North Melbourne,Big Bang Yogurt,Takeaway Food Services,Seats - Indoor,20,144.9580394,-37.80419158
2022,North Melbourne,Mörk Chocolate Brew House,Cafes and Restaurants,Seats - Indoor,20,144.9501899,-37.80154437
2022,North Melbourne,Joe's Eatery,Cafes and Restaurants,Seats - Outdoor,60,144.9543181,-37.7997296
2022,North Melbourne,Avobowl,Cafes and Restaurants,Seats - Indoor,20,144.9531401,-37.79878818
2022,North Melbourne,Avist Cafe,Cafes and Restaurants,Seats - Outdoor,34,144.952707,-37.79844229
2022,West Melbourne (Residential),Sassy Italian Restaurant,Cafes and Restaurants,Seats - Indoor,100,144.9424694,-37.80676864
2022,West Melbourne (Residential),Little Africa,Cafes and Restaurants,Seats - Indoor,28,144.9540448,-37.80589994
2022,West Melbourne (Residential),Chef Panda 888,Cafes and Restaurants,Seats - Indoor,10,144.9555841,-37.80619762
2022,West Melbourne (Residential),Witches In Britches Pty Ltd,"Pubs, Taverns and Bars",Seats - Indoor,180,144.952636,-37.80890206
2022,West Melbourne (Residential),The Studio Beans,Cafes and Restaurants,Seats - Indoor,30,144.9485576,-37.81021824
2022,Kensington,Saha Thai Cafe,Takeaway Food Services,Seats - Indoor,12,144.9324904,-37.79496348
2022,Kensington,Hardimans Hotel,"Pubs, Taverns and Bars",Seats - Indoor,230,144.9283453,-37.79444211
2022,Kensington,Hem 27,Cafes and Restaurants,Seats - Outdoor,8,144.9151173,-37.7822713
2022,East Melbourne,Il Duca Restaurant,Cafes and Restaurants,Seats - Outdoor,5,144.9855915,-37.81618526
2022,East Melbourne,Il Duca Restaurant,Cafes and Restaurants,Seats - Indoor,60,144.9855915,-37.81618526
2022,East Melbourne,KereKere Green,Cafes and Restaurants,Seats - Indoor,40,144.9804598,-37.812963
2022,East Melbourne,Zouki Cafe,Cafes and Restaurants,Seats - Indoor,52,144.9762591,-37.80887045
2022,East Melbourne,Strangers Corridor,Cafes and Restaurants,Seats - Indoor,60,144.9741607,-37.8108596
2022,East Melbourne,Mr Tod,Cafes and Restaurants,Seats - Outdoor,47,144.9757458,-37.81162279
2022,East Melbourne,Spotless Services,Cafes and Restaurants,Seats - Outdoor,175,144.983188,-37.82000693
2022,Melbourne (Remainder),McDonald's,Cafes and Restaurants,Seats - Indoor,34,144.9761755,-37.83615131
2022,Melbourne (Remainder),Aromatic Espresso,Cafes and Restaurants,Seats - Indoor,40,144.9770437,-37.83774644
2022,Melbourne (Remainder),Tokyo Sushi Kitchen,Cafes and Restaurants,Seats - Indoor,28,144.9770437,-37.83774644
2022,Melbourne (Remainder),Rolld St Kilda road,Cafes and Restaurants,Seats - Indoor,52,144.9770437,-37.83774644
2022,Melbourne (Remainder),Moody Brew Coffee Bar,Cafes and Restaurants,Seats - Indoor,30,144.9770552,-37.83852859
2022,Melbourne (Remainder),Japan Inn Gourmet Sushi,Cafes and Restaurants,Seats - Outdoor,16,144.9770552,-37.83852859
2022,Melbourne (Remainder),Calla & Gardenia The Florist,Flower Retailing,Seats - Outdoor,10,144.9770552,-37.83852859
2022,Melbourne (Remainder),Epicure Kitchen Cafe,Cafes and Restaurants,Seats - Outdoor,56,144.9802819,-37.84658908
2022,Southbank,Corner Co 1903,Takeaway Food Services,Seats - Indoor,10,144.9600299,-37.82626523
2022,Southbank,8 Miles Cafe & Convenience,Cafes and Restaurants,Seats - Indoor,30,144.9680212,-37.82843444
2022,Southbank,Mezz Bar,"Pubs, Taverns and Bars",Seats - Indoor,20,144.9681703,-37.82094204
2022,Southbank,Teatro,Cafes and Restaurants,Seats - Indoor,100,144.9681703,-37.82094204
2022,Southbank,Sake Restaurant and Bar,Cafes and Restaurants,Seats - Outdoor,70,144.9681703,-37.82094204
2022,Southbank,Red Emperor,Cafes and Restaurants,Seats - Outdoor,50,144.9663031,-37.82071821
2022,Southbank,Waterfront (Southgate),Cafes and Restaurants,Seats - Indoor,192,144.9663031,-37.82071821
2022,Southbank,Yassas The Greek Way,Cafes and Restaurants,Seats - Indoor,80,144.9663031,-37.82071821
2022,Docklands,Sassone Cucina Italiana,Cafes and Restaurants,Seats - Indoor,60,144.9462876,-37.82485404
2022,Docklands,Urban Hub,Supermarket and Grocery Stores,Seats - Outdoor,4,144.9412156,-37.82356096
2022,Port Melbourne,Portside Deli,Cafes and Restaurants,Seats - Outdoor,8,144.9188427,-37.8222836
2022,Southbank,Soho Restaurant & Bar,Cafes and Restaurants,Seats - Outdoor,60,144.9633741,-37.82092447
2022,Southbank,Left Bank Melbourne,Cafes and Restaurants,Seats - Indoor,100,144.9628667,-37.82103935
2022,Southbank,Upstanding Citizens,Cafes and Restaurants,Seats - Indoor,70,144.9626183,-37.82221673
2022,Southbank,Conservatory,Cafes and Restaurants,Seats - Indoor,200,144.9583299,-37.8231616
2022,Southbank,Signature Pho Viet,Cafes and Restaurants,Seats - Indoor,44,144.9523193,-37.82542999
2022,Southbank,Melbourne Cellar Door,Cafes and Restaurants,Seats - Outdoor,40,144.9523193,-37.82542999
2022,Southbank,Mad Mex,Cafes and Restaurants,Seats - Indoor,28,144.9523193,-37.82542999
2022,Southbank,Aerial Events,Non-Residential Property Operators,Seats - Indoor,468,144.9523193,-37.82542999
2022,Southbank,Dock 37 Bar & Kitchen,Cafes and Restaurants,Seats - Indoor,152,144.9523193,-37.82542999
2022,Southbank,Dock 37 Bar & Kitchen,Cafes and Restaurants,Seats - Outdoor,60,144.9523193,-37.82542999
2022,Southbank,Novotel Melbourne South Wharf,Accommodation,Seats - Indoor,100,144.9523193,-37.82542999
2022,Southbank,The Boatbuilders Yard,Cafes and Restaurants,Seats - Outdoor,336,144.9534272,-37.82431515
2022,Southbank,Munich Brau Haus,"Pubs, Taverns and Bars",Seats - Outdoor,150,144.9506146,-37.82411174
2022,Melbourne (Remainder),Riverside Skate Park,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",Seats - Indoor,10,144.9725296,-37.82087847
2022,Melbourne (Remainder),Shrine of Remembrance,Museum Operation,Seats - Indoor,200,144.9734007,-37.83055978
2022,South Yarra,Bacash,Cafes and Restaurants,Seats - Outdoor,16,144.9819457,-37.83430093
2022,South Yarra,Bistro Gitan,Cafes and Restaurants,Seats - Outdoor,6,144.9793101,-37.83713829
2022,Melbourne (Remainder),My Serendipity Cafe,Cafes and Restaurants,Seats - Outdoor,12,144.9828162,-37.8465703
2022,Parkville,Isabella,Cafes and Restaurants,Seats - Outdoor,36,144.9550029,-37.79885279
2022,Parkville,Poplar's,Cafes and Restaurants,Seats - Indoor,32,144.9479047,-37.77802791
2022,Parkville,State Netball & Hockey Centre Cafe,Cafes and Restaurants,Seats - Indoor,60,144.9476846,-37.78533329
2022,Parkville,Meerkat Cafe,Takeaway Food Services,Seats - Outdoor,34,144.9516318,-37.78462359
2022,Docklands,Grill'd,Cafes and Restaurants,Seats - Indoor,88,144.9522269,-37.81841173
2022,Docklands,Pie Face,Takeaway Food Services,Seats - Indoor,17,144.9522269,-37.81841173
2022,Docklands,Red Rooster 2,Takeaway Food Services,Seats - Indoor,18,144.9522269,-37.81841173
2022,Docklands,Michel's Patisserie,Bakery Product Manufacturing (Non-factory based),Seats - Outdoor,24,144.9505641,-37.81450897
2022,Docklands,K C Tea Docklands,Takeaway Food Services,Seats - Indoor,10,144.9449387,-37.81399452
2022,Docklands,Cafenatics,Cafes and Restaurants,Seats - Outdoor,60,144.9467384,-37.81382583
2022,Docklands,Chai 'N' Chilli,Cafes and Restaurants,Seats - Indoor,20,144.9474926,-37.8148999
2022,Docklands,Harbour Cafe,Cafes and Restaurants,Seats - Outdoor,20,144.9473509,-37.81812972
2022,Docklands,Pizzarium,Cafes and Restaurants,Seats - Indoor,16,144.9473509,-37.81812972
2022,Docklands,Teej Cafe,Takeaway Food Services,Seats - Indoor,6,144.9473509,-37.81812972
2022,Docklands,Salud Espresso Bar,Cafes and Restaurants,Seats - Indoor,35,144.9491036,-37.8179124
2022,Docklands,Mms Mirchi Madras Streat,Cafes and Restaurants,Seats - Indoor,36,144.947992,-37.81938088
2022,Docklands,Cafe Saporo @ Docklands,Cafes and Restaurants,Seats - Outdoor,26,144.950245,-37.81865754
2022,Docklands,Home Vegan Bar / Home Juice and Salad Bar,Cafes and Restaurants,Seats - Indoor,30,144.9514686,-37.82020119
2022,Docklands,Royal Stacks,Cafes and Restaurants,Seats - Indoor,39,144.9517685,-37.82078722
2022,Docklands,Cafe La Kiss,Cafes and Restaurants,Seats - Indoor,71,144.9486227,-37.82202104
2022,Docklands,Subway Vic Harbour,Takeaway Food Services,Seats - Outdoor,10,144.9431188,-37.81977079
2022,Docklands,Southern China Style Cuisine,Cafes and Restaurants,Seats - Indoor,30,144.9439709,-37.81926604
2022,Docklands,Coffee Gauge,Cafes and Restaurants,Seats - Indoor,68,144.9441559,-37.82024428
2022,Docklands,San Marzano Pizzeria,Takeaway Food Services,Seats - Indoor,8,144.9434599,-37.82044558
2022,Docklands,Grain & Vine on Merchant,Cafes and Restaurants,Seats - Outdoor,30,144.9434599,-37.82044558
2022,Docklands,Signature Pho Viet,Cafes and Restaurants,Seats - Outdoor,6,144.9446907,-37.81994818
2022,Docklands,Code Black,Takeaway Food Services,Seats - Indoor,8,144.9458326,-37.82104416
2022,Docklands,Poke Bay,Takeaway Food Services,Seats - Indoor,6,144.9458326,-37.82104416
2022,Docklands,Spicy Kitchen Docklands,Cafes and Restaurants,Seats - Indoor,72,144.9458326,-37.82104416
2022,Docklands,Code Black,Takeaway Food Services,Seats - Outdoor,4,144.9458326,-37.82104416
2022,Docklands,Charlie bit me,Cafes and Restaurants,Seats - Indoor,24,144.9450194,-37.8210123
2022,Docklands,Berth,Cafes and Restaurants,Seats - Outdoor,110,144.9418378,-37.81514807
2022,Docklands,Almina @ Docklands,Cafes and Restaurants,Seats - Outdoor,70,144.9395816,-37.81524407
2022,Docklands,The Sri Lounge,Cafes and Restaurants,Seats - Outdoor,80,144.9395816,-37.81524407
2022,Docklands,Dohtonbori,Cafes and Restaurants,Seats - Indoor,48,144.9379984,-37.81328752
2022,Docklands,Subway,Cafes and Restaurants,Seats - Outdoor,40,144.9379984,-37.81328752
2022,Docklands,Urban Alley Brewery,"Pubs, Taverns and Bars",Seats - Indoor,300,144.9379984,-37.81328752
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2021,Melbourne (CBD),Altius Coffee Brewers,Takeaway Food Services,Seats - Indoor,8,144.9564864,-37.81987545
2021,Melbourne (CBD),Delhi Streets,Cafes and Restaurants,Seats - Indoor,28,144.9564864,-37.81987545
2021,Melbourne (CBD),State Of Grace,Cafes and Restaurants,Seats - Indoor,200,144.9569486,-37.81975555
2021,Melbourne (CBD),Williams Bar Cafe,Cafes and Restaurants,Seats - Outdoor,16,144.9595109,-37.81943306
2021,Melbourne (CBD),Natural History Bar & Grill,Cafes and Restaurants,Seats - Indoor,150,144.9612111,-37.81737925
2021,Melbourne (CBD),Shandong Mama Mini,Takeaway Food Services,Seats - Indoor,16,144.9654744,-37.81664452
2021,Melbourne (CBD),Cafenatics On Church,Cafes and Restaurants,Seats - Indoor,47,144.9574758,-37.81756267
2021,Melbourne (CBD),Chuckle Park Bar,"Pubs, Taverns and Bars",Seats - Indoor,50,144.9640096,-37.81488661
2021,Melbourne (CBD),The Carlton Hotel,"Pubs, Taverns and Bars",Seats - Indoor,140,144.9676457,-37.81320442
2021,Melbourne (CBD),Da Rin,Cafes and Restaurants,Seats - Indoor,52,144.9685634,-37.81294711
2021,Melbourne (CBD),Straight Outta Saigon,Cafes and Restaurants,Seats - Indoor,47,144.968417,-37.81298896
2021,Melbourne (CBD),Nashi,Cafes and Restaurants,Seats - Indoor,31,144.9701094,-37.81281419
2021,Melbourne (CBD),Madam Brussels,"Pubs, Taverns and Bars",Seats - Indoor,50,144.9715656,-37.81212343
2021,Melbourne (CBD),Hanabishi Japanese Restaurant,Cafes and Restaurants,Seats - Indoor,70,144.9551243,-37.81579108
2021,Melbourne (CBD),Dotspot,Cafes and Restaurants,Seats - Indoor,100,144.954037,-37.81627027
2021,Melbourne (CBD),Dotspot,Cafes and Restaurants,Seats - Outdoor,4,144.954037,-37.81627027
2021,Melbourne (CBD),Dumpling Kingdom,Cafes and Restaurants,Seats - Outdoor,18,144.957392,-37.81531894
2021,Melbourne (CBD),Movida Aqui,Cafes and Restaurants,Seats - Indoor,150,144.9587722,-37.81494329
2021,Melbourne (CBD),CBD Bakery,Cafes and Restaurants,Seats - Indoor,20,144.9594641,-37.81506556
2021,Melbourne (CBD),Berto's Bar,Cafes and Restaurants,Seats - Outdoor,25,144.9580876,-37.81476817
2021,Melbourne (CBD),McDonald's Bourke St West,Cafes and Restaurants,Seats - Indoor,120,144.9617382,-37.81422024
2021,Melbourne (CBD),Rice Paper Sister,Cafes and Restaurants,Seats - Outdoor,32,144.9614053,-37.81429069
2021,Melbourne (CBD),Lulu's Char Koay Teow,Cafes and Restaurants,Seats - Outdoor,16,144.9612666,-37.81398767
2021,Melbourne (CBD),Tipo 00,Cafes and Restaurants,Seats - Indoor,44,144.9619928,-37.8135862
2021,Melbourne (CBD),Soul Cafe,Cafes and Restaurants,Seats - Outdoor,30,144.9650108,-37.8130993
2021,Melbourne (CBD),Li Ji Matalang,Cafes and Restaurants,Seats - Indoor,50,144.9662781,-37.8127357
2021,Melbourne (CBD),China Chilli,Cafes and Restaurants,Seats - Indoor,180,144.9668712,-37.81267381
2021,Melbourne (CBD),Kaneda Japanese Restaurant,Cafes and Restaurants,Seats - Indoor,40,144.967269,-37.81241904
2021,Melbourne (CBD),Pinchy's,Cafes and Restaurants,Seats - Indoor,115,144.967269,-37.81241904
2021,Melbourne (CBD),The Lab - Nitrogen Gelato,Takeaway Food Services,Seats - Indoor,20,144.9676139,-37.8126972
2021,Melbourne (CBD),Dessert Story,Cafes and Restaurants,Seats - Indoor,60,144.9668268,-37.81221737
2021,Melbourne (CBD),Ta-Ta House,Cafes and Restaurants,Seats - Indoor,80,144.9675315,-37.81225893
2021,Melbourne (CBD),D'Marcos  Espresso Bar,Takeaway Food Services,Seats - Indoor,11,144.9697609,-37.8117268
2021,Melbourne (CBD),Famous Hotpot & BBQ,Cafes and Restaurants,Seats - Indoor,120,144.9691027,-37.81156202
2021,Melbourne (CBD),Crossley St Cantina,Cafes and Restaurants,Seats - Indoor,90,144.9711096,-37.81102403
2021,Melbourne (CBD),Bamboo House,Cafes and Restaurants,Seats - Indoor,120,144.9711096,-37.81102403
2021,Melbourne (CBD),Princess Theatre,Performing Arts Operation,Seats - Indoor,55,144.9723257,-37.8107253
2021,Melbourne (CBD),Red Pepper Indian Restaurant,Cafes and Restaurants,Seats - Indoor,33,144.9724607,-37.81126191
2021,Melbourne (CBD),Salaam Namaste Dosa Hut Cbd,Cafes and Restaurants,Seats - Indoor,178,144.9549277,-37.81529953
2021,Melbourne (CBD),Bon Bon Boy - Spencer Street,Cafes and Restaurants,Seats - Outdoor,20,144.953608,-37.81541879
2021,Melbourne (CBD),Luis BBQ & Pizza,Takeaway Food Services,Seats - Indoor,18,144.9622827,-37.81321338
2021,Melbourne (CBD),The Mill,Cafes and Restaurants,Seats - Indoor,60,144.9609081,-37.81323464
2021,Melbourne (CBD),Amigos Hardware Lane,Cafes and Restaurants,Seats - Outdoor,44,144.9608667,-37.81314339
2021,Melbourne (CBD),Golden Monkey,"Pubs, Taverns and Bars",Seats - Outdoor,30,144.9610118,-37.81288038
2021,Melbourne (CBD),A25 Pizzeria,Cafes and Restaurants,Seats - Indoor,50,144.9606878,-37.81304714
2021,Melbourne (CBD),Hawker Boys,Cafes and Restaurants,Seats - Outdoor,14,144.9606878,-37.81304714
2021,Melbourne (CBD),French Saloon,Cafes and Restaurants,Seats - Indoor,50,144.9613281,-37.81354352
2021,Melbourne (CBD),Chokolait,Cafes and Restaurants,Seats - Indoor,65,144.9639289,-37.81247035
2021,Melbourne (CBD),Kyo Teahouse,Cafes and Restaurants,Seats - Indoor,40,144.9639289,-37.81247035
2021,Melbourne (CBD),Niubi,Cafes and Restaurants,Seats - Indoor,98,144.9666132,-37.81185376
2021,Melbourne (CBD),International Diethnes Cakes,Cafes and Restaurants,Seats - Outdoor,20,144.9668479,-37.81118809
2021,Melbourne (CBD),Stalactites Restaurant,Cafes and Restaurants,Seats - Indoor,150,144.967037,-37.81111923
2021,Melbourne (CBD),Old Crystal Jade Steamboat,Cafes and Restaurants,Seats - Indoor,50,144.9670338,-37.81171742
2021,Melbourne (CBD),Culpa Espresso,Cafes and Restaurants,Seats - Indoor,20,144.9707144,-37.81005723
2021,Melbourne (CBD),Bobby's Coffee,Cafes and Restaurants,Seats - Outdoor,16,144.9707144,-37.81005723
2021,Melbourne (CBD),Yabby House,Cafes and Restaurants,Seats - Indoor,15,144.9542614,-37.81381095
2021,Melbourne (CBD),Peddler Tuck Shop CBD,Takeaway Food Services,Seats - Outdoor,10,144.9564218,-37.81365703
2021,Melbourne (CBD),Piccolo Me,Cafes and Restaurants,Seats - Indoor,80,144.9586143,-37.81298037
2021,Melbourne (CBD),Hakoya Izakaya,Cafes and Restaurants,Seats - Indoor,55,144.9614727,-37.81222994
2021,Melbourne (CBD),Mamak,Cafes and Restaurants,Seats - Indoor,100,144.9614727,-37.81222994
2021,Melbourne (CBD),Cafenatics QV,Cafes and Restaurants,Seats - Outdoor,22,144.9657251,-37.81067862
2021,Melbourne (CBD),Poked,Takeaway Food Services,Seats - Indoor,5,144.970729,-37.80919615
2021,Melbourne (CBD),Pal Pal 88 Korean Hotpot,Cafes and Restaurants,Seats - Indoor,101,144.9555036,-37.81299024
2021,Melbourne (CBD),Basil With Thyme,Cafes and Restaurants,Seats - Indoor,90,144.9564472,-37.81270778
2021,Melbourne (CBD),Melbourne Mahn Doo,Cafes and Restaurants,Seats - Outdoor,16,144.9586596,-37.81145057
2021,Melbourne (CBD),Quanjude Restaurant,Cafes and Restaurants,Seats - Indoor,160,144.9586596,-37.81145057
2021,Melbourne (CBD),Tokyo Japanese Restaurant,Cafes and Restaurants,Seats - Indoor,78,144.9614594,-37.811221
2021,Melbourne (CBD),Azuo,Cafes and Restaurants,Seats - Indoor,27,144.9599616,-37.81097608
2021,Melbourne (CBD),Chilli India,Cafes and Restaurants,Seats - Indoor,60,144.9620685,-37.81087413
2021,Melbourne (CBD),Harajuku Crepes,Takeaway Food Services,Seats - Outdoor,10,144.9628389,-37.81090175
2021,Melbourne (CBD),Grill'd Healthy Burgers,Cafes and Restaurants,Seats - Indoor,120,144.9628389,-37.81090175
2021,Melbourne (CBD),Diesel Bar,"Pubs, Taverns and Bars",Seats - Indoor,124,144.9628389,-37.81090175
2021,Melbourne (CBD),Tokui Sushi,Takeaway Food Services,Seats - Indoor,10,144.9643589,-37.81143183
2021,Melbourne (CBD),Starbucks,Cafes and Restaurants,Seats - Outdoor,20,144.9642637,-37.81122698
2021,Melbourne (CBD),Wonder Bowl,Cafes and Restaurants,Seats - Indoor,80,144.9640492,-37.81076581
2021,Melbourne (CBD),Troika Bar,"Pubs, Taverns and Bars",Seats - Indoor,60,144.9685897,-37.80915143
2021,Melbourne (CBD),B & B' Guette Cafe,Cafes and Restaurants,Seats - Outdoor,12,144.9687727,-37.80881405
2021,Melbourne (CBD),Nando's,Cafes and Restaurants,Seats - Outdoor,18,144.9614895,-37.80985755
2021,Melbourne (CBD),Dear Fry Day,Cafes and Restaurants,Seats - Indoor,8,144.9632461,-37.80927794
2021,Melbourne (CBD),Marche Board Game Cafe,Amusement and Other Recreational Activities n.e.c.,Seats - Indoor,70,144.9617488,-37.80919315
2021,Melbourne (CBD),Diner On Franklyn,Cafes and Restaurants,Seats - Outdoor,12,144.9566411,-37.80969603
2021,Melbourne (CBD),Rose Garden Barbecue Shop,Cafes and Restaurants,Seats - Outdoor,24,144.9603435,-37.80885852
2021,Melbourne (CBD),Menya Ramen,Cafes and Restaurants,Seats - Indoor,94,144.9602381,-37.80880977
2021,Melbourne (CBD),Mansae Korean BBQ & Bar,Cafes and Restaurants,Seats - Indoor,60,144.9595688,-37.80904349
2021,Melbourne (CBD),Yoi,Cafes and Restaurants,Seats - Indoor,60,144.9595688,-37.80904349
2021,Melbourne (CBD),Market Espresso & Trolley Hire,Cafes and Restaurants,Seats - Outdoor,12,144.9576272,-37.80783257
2021,Melbourne (CBD),Podok Rempah,Cafes and Restaurants,Seats - Indoor,45,144.9597925,-37.80760281
2021,Melbourne (CBD),Chef David,Cafes and Restaurants,Seats - Indoor,60,144.960624,-37.80783716
2021,Carlton,Cafe Sua Da,Cafes and Restaurants,Seats - Outdoor,6,144.9655339,-37.79670704
