Census year,CLUE small area,Trading name,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude
2023,Melbourne (CBD),Pho Thin,Cafes and Restaurants,Seats - Outdoor,16,144.9610118,-37.81288038
2023,Melbourne (CBD),Penny Blue,"Pubs, Taverns and Bars",Seats - Outdoor,14,144.9631275,-37.81292589
2023,Melbourne (CBD),Tina's Noodle Kitchen,Cafes and Restaurants,Seats - Indoor,80,144.9648048,-37.81244688
2023,Melbourne (CBD),Nelayan,Cafes and Restaurants,Seats - Indoor,62,144.9646039,-37.81201025
2023,Melbourne (CBD),OPPA (Korean Kitchen),Cafes and Restaurants,Seats - Indoor,55,144.9645514,-37.81190131
2023,Melbourne (CBD),Sweetie And Moustache Dessert Lounge,Cafes and Restaurants,Seats - Indoor,80,144.9672983,-37.81169852
2023,Melbourne (CBD),MASTER LANZHOU NOODLE BAR,Cafes and Restaurants,Seats - Indoor,50,144.9653426,-37.81214673
2023,Melbourne (CBD),Shujinko,Cafes and Restaurants,Seats - Indoor,48,144.9671362,-37.81134266
2023,Melbourne (CBD),Curry Bowl,Takeaway Food Services,Seats - Indoor,10,144.969451,-37.81037172
2023,Melbourne (CBD),Dainty Sichuan Food,Cafes and Restaurants,Seats - Indoor,280,144.9680168,-37.8109066
2023,Melbourne (CBD),Heartbreaker,"Pubs, Taverns and Bars",Seats - Indoor,100,144.9676438,-37.81098245
2023,Melbourne (CBD),Connie's Italian Dinner,Cafes and Restaurants,Seats - Indoor,190,144.9676438,-37.81098245
2023,Melbourne (CBD),Ants Bistro,Cafes and Restaurants,Seats - Indoor,100,144.9679606,-37.81133822
2023,Melbourne (CBD),Bobbys Coffee & Bagels,Cafes and Restaurants,Seats - Outdoor,16,144.9707144,-37.81005723
2023,Melbourne (CBD),BBQ KING,Cafes and Restaurants,Seats - Indoor,130,144.9548242,-37.81349891
2023,Melbourne (CBD),Peddler Tuck Shop CBD,Takeaway Food Services,Seats - Outdoor,9,144.9564218,-37.81365703
2023,Melbourne (CBD),Pizza Monster,Cafes and Restaurants,Seats - Outdoor,18,144.9560016,-37.81346261
2023,Melbourne (CBD),Seven Star Pocha,Cafes and Restaurants,Seats - Outdoor,12,144.9560016,-37.81346261
2023,Melbourne (CBD),Oriental Spoon,Cafes and Restaurants,Seats - Indoor,150,144.9617092,-37.81179178
2023,Melbourne (CBD),Mook Ji Bar,Cafes and Restaurants,Seats - Indoor,68,144.9603272,-37.81244215
2023,Melbourne (CBD),CJ Lunchbar,Cafes and Restaurants,Seats - Indoor,36,144.9603413,-37.81187404
2023,Melbourne (CBD),Kenny's Bakery Cafe,Takeaway Food Services,Seats - Indoor,6,144.9599638,-37.81268993
2023,Melbourne (CBD),Thai Town Melbourne,Cafes and Restaurants,Seats - Indoor,200,144.9657251,-37.81067862
2023,Melbourne (CBD),Sura Korean BBQ,Cafes and Restaurants,Seats - Indoor,112,144.9657251,-37.81067862
2023,Melbourne (CBD),Strike Bowling,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",Seats - Indoor,116,144.9657251,-37.81067862
2023,Melbourne (CBD),Papparich,Cafes and Restaurants,Seats - Outdoor,40,144.9657251,-37.81067862
2023,Melbourne (CBD),Old Man Pho,Cafes and Restaurants,Seats - Indoor,45,144.9657251,-37.81067862
2023,Melbourne (CBD),Hakata Gensuke QV,Cafes and Restaurants,Seats - Indoor,32,144.9657251,-37.81067862
2023,Melbourne (CBD),Grill'd (QV),Cafes and Restaurants,Seats - Indoor,100,144.9657251,-37.81067862
2023,Melbourne (CBD),Pepe's Italian & Liquor,Cafes and Restaurants,Seats - Outdoor,200,144.9689053,-37.80938252
2023,Melbourne (CBD),Mellow Beans,Cafes and Restaurants,Seats - Outdoor,24,144.970729,-37.80919615
2023,Melbourne (CBD),Mellow Beans,Cafes and Restaurants,Seats - Indoor,40,144.970729,-37.80919615
2023,Melbourne (CBD),Roll'd Lonsdale Street,Cafes and Restaurants,Seats - Outdoor,12,144.970729,-37.80919615
2023,Melbourne (CBD),Goz City,Cafes and Restaurants,Seats - Outdoor,9,144.970729,-37.80919615
2023,Melbourne (CBD),Frescatis Fine Foods,Cafes and Restaurants,Seats - Outdoor,40,144.9552954,-37.81252713
2023,Melbourne (CBD),The Common VU,Cafes and Restaurants,Seats - Indoor,40,144.9584262,-37.81200044
2023,Melbourne (CBD),Axil Coffee Roasters Melbourne Central,Cafes and Restaurants,Seats - Indoor,150,144.9620685,-37.81087413
2023,Melbourne (CBD),CDMX,Takeaway Food Services,Seats - Indoor,6,144.9620685,-37.81087413
2023,Melbourne (CBD),B Lucky and Sons,"Pubs, Taverns and Bars",Seats - Indoor,49,144.9628389,-37.81090175
2023,Melbourne (CBD),Starbucks,Cafes and Restaurants,Seats - Indoor,58,144.9628389,-37.81090175
2023,Melbourne (CBD),Unabara/Gyoza Gyoza,Cafes and Restaurants,Seats - Indoor,30,144.9628389,-37.81090175
2023,Melbourne (CBD),Domino's Pizza,Takeaway Food Services,Seats - Indoor,4,144.9639964,-37.81152917
2023,Melbourne (CBD),Kwafood Fried Chuan Swanston,Takeaway Food Services,Seats - Indoor,2,144.9643589,-37.81143183
2023,Melbourne (CBD),Fabian,Takeaway Food Services,Seats - Indoor,12,144.9643589,-37.81143183
2023,Melbourne (CBD),Starbucks,Cafes and Restaurants,Seats - Indoor,90,144.9642637,-37.81122698
2023,Melbourne (CBD),Hikari Life,Cafes and Restaurants,Seats - Outdoor,2,144.9640877,-37.81084451
2023,Melbourne (CBD),Yi Fang,Takeaway Food Services,Seats - Indoor,10,144.9640492,-37.81076581
2023,Melbourne (CBD),The Moat Bar & Cafe,Cafes and Restaurants,Seats - Outdoor,74,144.965303,-37.80976764
2023,Melbourne (CBD),65 Degrees Cafe,Cafes and Restaurants,Seats - Outdoor,8,144.9687256,-37.80874116
2023,Melbourne (CBD),Decoy Art House Cafe,Cafes and Restaurants,Seats - Indoor,50,144.9687727,-37.80881405
2023,Melbourne (CBD),Dear Barbecue Buffet,Cafes and Restaurants,Seats - Indoor,110,144.9632178,-37.80904299
2023,Melbourne (CBD),Joomak Korean Restaurant,Cafes and Restaurants,Seats - Indoor,92,144.9631827,-37.80895563
2023,Melbourne (CBD),Surasang,Cafes and Restaurants,Seats - Indoor,80,144.961954,-37.80913321
2023,Melbourne (CBD),Radison on Flagstaff Gardens Melbourne,Accommodation,Seats - Indoor,90,144.9561201,-37.81032268
2023,Melbourne (CBD),GJ's Grill,Cafes and Restaurants,Seats - Indoor,34,144.9566411,-37.80969603
2023,Melbourne (CBD),Bentoman,Cafes and Restaurants,Seats - Indoor,15,144.9565992,-37.81017254
2023,Melbourne (CBD),Top Tea,Cafes and Restaurants,Seats - Indoor,15,144.9605218,-37.80918734
2023,Melbourne (CBD),Biang Biang Elizabeth,Cafes and Restaurants,Seats - Indoor,40,144.9604895,-37.80911593
2023,Melbourne (CBD),Shujinko Ramen,Cafes and Restaurants,Seats - Outdoor,6,144.9604257,-37.80897513
2023,Melbourne (CBD),Morpha Cafe,Cafes and Restaurants,Seats - Indoor,50,144.9595688,-37.80904349
2023,Melbourne (CBD),Daboba,Takeaway Food Services,Seats - Indoor,15,144.9595688,-37.80904349
2023,Melbourne (CBD),No 1 Delicious,Cafes and Restaurants,Seats - Indoor,102,144.961763,-37.80816951
2023,Melbourne (CBD),Kaki Lima RMIT,Takeaway Food Services,Seats - Indoor,10,144.9626891,-37.80826398
2023,Melbourne (CBD),Cafe Victoria,Cafes and Restaurants,Seats - Indoor,38,144.9576272,-37.80783257
2023,Melbourne (CBD),Pondok Rempah,Cafes and Restaurants,Seats - Indoor,45,144.9597925,-37.80760281
2023,Melbourne (CBD),Jasper Kitchen,Cafes and Restaurants,Seats - Outdoor,6,144.9596336,-37.80750391
2023,Melbourne (CBD),Sarawak Kitchen,Cafes and Restaurants,Seats - Outdoor,23,144.9599696,-37.80798299
2023,Melbourne (CBD),Subway,Takeaway Food Services,Seats - Indoor,18,144.9600076,-37.8080654
2023,Melbourne (CBD),Chef David,Cafes and Restaurants,Seats - Indoor,60,144.960624,-37.80783716
2023,Melbourne (CBD),Nisa's Thai Street Food,Cafes and Restaurants,Seats - Outdoor,14,144.9620896,-37.80728891
2023,Carlton,Claypot Kingdom,Cafes and Restaurants,Seats - Indoor,40,144.964765,-37.79900074
2023,Carlton,Dim Sim Holic,Cafes and Restaurants,Seats - Indoor,20,144.9665529,-37.80045751
2023,Carlton,Cafe Corretto,Cafes and Restaurants,Seats - Outdoor,30,144.966741,-37.80004561
2023,Carlton,Di Stasio Pizzeria,Cafes and Restaurants,Seats - Indoor,170,144.966856,-37.79830893
2023,Carlton,Adonai Foods,Cafes and Restaurants,Seats - Indoor,80,144.9692501,-37.79475017
2023,Carlton,Bossa Nova Coffee And Friends,Cafes and Restaurants,Seats - Indoor,25,144.9693918,-37.79713762
2023,Carlton,Shooter McGavins,Cafes and Restaurants,Seats - Outdoor,30,144.965624,-37.8008
2023,Carlton,Kabana Restaurant,Cafes and Restaurants,Seats - Indoor,30,144.9664459,-37.80178519
2023,Carlton,D'Penyetz & D'Cendol,Cafes and Restaurants,Seats - Outdoor,22,144.966702,-37.8044377
2023,Carlton,O'Porto,Cafes and Restaurants,Seats - Indoor,25,144.965978,-37.80449589
2023,Carlton,Mercadante Pizza,Cafes and Restaurants,Seats - Indoor,45,144.9660337,-37.80409021
2023,Carlton,Mandina Kitchen,Cafes and Restaurants,Seats - Indoor,60,144.9660976,-37.80378401
2023,Carlton,Parco Canteen,Takeaway Food Services,Seats - Outdoor,42,144.9661515,-37.80351097
2023,Carlton,THE LINCOLN ARMS PRIVATE DINING ROOMS,Cafes and Restaurants,Seats - Indoor,35,144.9642948,-37.80444615
2023,Carlton,Seven Seeds,Cafes and Restaurants,Seats - Indoor,90,144.9591271,-37.80287781
2023,Carlton,Boogie House Hotpot,Cafes and Restaurants,Seats - Outdoor,6,144.9633297,-37.80600874
2023,North Melbourne,The Hot Poppy,Cafes and Restaurants,Seats - Indoor,16,144.9490008,-37.80475134
2023,North Melbourne,Limerick Castle Hotel & Restaurant,"Pubs, Taverns and Bars",Seats - Outdoor,30,144.949638,-37.80115795
2023,North Melbourne,Roasting Warehouse,Cafes and Restaurants,Seats - Outdoor,48,144.9505944,-37.80447364
2023,North Melbourne,Pho Victoria,Cafes and Restaurants,Seats - Indoor,38,144.9539618,-37.80542395
2023,North Melbourne,Basic Buns,Takeaway Food Services,Seats - Indoor,10,144.9543392,-37.80537857
2023,North Melbourne,I Wrap Cafe,Cafes and Restaurants,Seats - Outdoor,6,144.958146,-37.80444278
2023,North Melbourne,Eat Pizza,Takeaway Food Services,Seats - Outdoor,10,144.9543181,-37.7997296
2023,West Melbourne (Residential),Tong Fu Garden Melbourne,Cafes and Restaurants,Seats - Indoor,60,144.9444502,-37.80624371
2023,West Melbourne (Residential),Hunters And Disciples,Cafes and Restaurants,Seats - Outdoor,10,144.9454161,-37.80691208
2023,West Melbourne (Residential),Butcher Shop Cafe,Cafes and Restaurants,Seats - Outdoor,8,144.9455775,-37.80800427
2023,West Melbourne (Residential),Three Crowns Hotel,"Pubs, Taverns and Bars",Seats - Outdoor,96,144.9494666,-37.80539722
2023,West Melbourne (Residential),Embassy Cafe,Cafes and Restaurants,Seats - Outdoor,24,144.9477899,-37.80811111
2023,West Melbourne (Residential),Le Taj Restaurant,Cafes and Restaurants,Seats - Indoor,50,144.9520504,-37.80776032
2023,West Melbourne (Residential),Royal Standard Hotel,"Pubs, Taverns and Bars",Seats - Outdoor,6,144.954255,-37.80781462
2023,Kensington,Hungry Jack's Pty Ltd,Cafes and Restaurants,Seats - Indoor,36,144.9187909,-37.79212819
2023,Kensington,Hem 27,Cafes and Restaurants,Seats - Indoor,40,144.9151173,-37.78227131
2023,Kensington,Bamboo Garden,Takeaway Food Services,Seats - Indoor,12,144.9151173,-37.78227131
2023,East Melbourne,Beddgood & Co,Cafes and Restaurants,Seats - Indoor,41,144.9799832,-37.81680727
2023,Melbourne (Remainder),Nando's Chevron,Cafes and Restaurants,Seats - Outdoor,20,144.9798706,-37.84555711
2023,Southbank,8 Miles Cafe,Cafes and Restaurants,Seats - Outdoor,6,144.9680212,-37.82843444
2023,Docklands,Subway,Cafes and Restaurants,Seats - Indoor,6,144.9379983,-37.81328751
2023,Docklands,Nando's,Cafes and Restaurants,Seats - Outdoor,50,144.9379983,-37.81328751
2023,Docklands,Igloo Cafe & St Moritz Bar,Cafes and Restaurants,Seats - Indoor,80,144.9356314,-37.81213815
2023,Docklands,Bababoi,Cafes and Restaurants,Seats - Outdoor,16,144.9524789,-37.82288362
2023,Docklands,Them Authentic Vietnamese Cuisine & Rolls,Cafes and Restaurants,Seats - Indoor,18,144.9524789,-37.82288362
2023,Docklands,Them Authentic Vietnamese Cuisine & Rolls,Cafes and Restaurants,Seats - Outdoor,34,144.9524789,-37.82288362
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2021,Melbourne (CBD),Beer De Luxe,"Pubs, Taverns and Bars",Seats - Indoor,200,144.9699416,-37.81777783
2021,Melbourne (CBD),Time Out Cafe,Cafes and Restaurants,Seats - Outdoor,140,144.9699416,-37.81777783
2021,Melbourne (CBD),Transit Rooftop Bar,"Pubs, Taverns and Bars",Seats - Indoor,40,144.9699416,-37.81777783
2021,Melbourne (CBD),Stand Up Cafe,Takeaway Food Services,Seats - Indoor,2,144.9567554,-37.82027485
2021,Melbourne (CBD),Holiday Inn Melbourne On Flinders,Accommodation,Seats - Indoor,70,144.9551042,-37.82020005
2021,Melbourne (CBD),Kobab,Takeaway Food Services,Seats - Outdoor,8,144.9591981,-37.81929391
2021,Melbourne (CBD),Pho Kingdom And Cafe,Cafes and Restaurants,Seats - Indoor,60,144.9632259,-37.81784717
2022,Melbourne (CBD),Sool Tong,Cafes and Restaurants,Seats - Outdoor,6,144.9599066,-37.81386712
2022,Melbourne (CBD),Speck Cafe,Cafes and Restaurants,Seats - Outdoor,12,144.9597518,-37.81355872
2022,Melbourne (CBD),Popo Feng,Cafes and Restaurants,Seats - Indoor,56,144.9611062,-37.8130703
2022,Melbourne (CBD),Che Desserts Australia,Takeaway Food Services,Seats - Indoor,20,144.9618757,-37.8127516
2022,Melbourne (CBD),The Wanderer,Cafes and Restaurants,Seats - Indoor,150,144.9606878,-37.81304714
2022,Melbourne (CBD),Kirk's Wine Bar,Cafes and Restaurants,Seats - Indoor,28,144.9613281,-37.81354352
2022,Melbourne (CBD),Sweet Canteen,Other Specialised Food Retailing,Seats - Outdoor,12,144.9631275,-37.81292589
2022,Melbourne (CBD),McDonalds,Cafes and Restaurants,Seats - Indoor,94,144.964507,-37.81180753
2022,Melbourne (CBD),Nam Loong,Cafes and Restaurants,Seats - Indoor,50,144.9671662,-37.81140837
2022,Melbourne (CBD),Old Beijing,Cafes and Restaurants,Seats - Indoor,220,144.9657251,-37.81067862
2022,Melbourne (CBD),LYNS KITCHEN,Cafes and Restaurants,Seats - Indoor,40,144.9542748,-37.81261526
2022,Melbourne (CBD),Joomak Korean Restaurant,Cafes and Restaurants,Seats - Indoor,92,144.9631827,-37.80895563
2022,Melbourne (CBD),Rose Garden Barbecue Shop,Cafes and Restaurants,Seats - Outdoor,24,144.9603435,-37.80885852
2022,Melbourne (CBD),Jojo Little Kitchen,Cafes and Restaurants,Seats - Indoor,34,144.9595688,-37.80904349
2022,Melbourne (CBD),Armitea,Cafes and Restaurants,Seats - Indoor,25,144.9584766,-37.80898117
2022,Melbourne (CBD),Kaki Lima RMIT,Takeaway Food Services,Seats - Indoor,10,144.9626891,-37.80826398
2022,Melbourne (CBD),Captain Melville,"Pubs, Taverns and Bars",Seats - Outdoor,70,144.9616202,-37.80751897
2022,Carlton,Cafe Tre Sette,Cafes and Restaurants,Seats - Outdoor,24,144.9616992,-37.80322394
2022,Carlton,Refuel Catering,Cafes and Restaurants,Seats - Indoor,40,144.9609649,-37.80393335
2022,Carlton,Briscola Cafe,Cafes and Restaurants,Seats - Outdoor,16,144.9613352,-37.80242141
2022,Carlton,Seven Seeds,Cafes and Restaurants,Seats - Indoor,90,144.9591271,-37.80287781
2022,Carlton,Humble Rays,Cafes and Restaurants,Seats - Outdoor,12,144.961409,-37.80478096
2022,Carlton,A Cafe Called John,Cafes and Restaurants,Seats - Indoor,64,144.9605077,-37.80570167
2022,Carlton,Cream & Crumbs,Takeaway Food Services,Seats - Indoor,14,144.9643608,-37.80505743
2022,Carlton,Ej's Cafe,Cafes and Restaurants,Seats - Outdoor,40,144.9653752,-37.8054718
2022,Docklands,Melbourne Marriott Hotel Docklands,Accommodation,Seats - Indoor,150,144.9391384,-37.81372143
2022,Kensington,La Tortilleria,Cafes and Restaurants,Seats - Outdoor,10,144.9353015,-37.79142168
2023,Melbourne (CBD),Riverland Bar,"Pubs, Taverns and Bars",Seats - Indoor,20,144.9686538,-37.81867875
2023,Melbourne (CBD),Transit Rooftop Bar,"Pubs, Taverns and Bars",Seats - Indoor,40,144.9699416,-37.81777783
2023,Melbourne (CBD),Mama's Canteen,Cafes and Restaurants,Seats - Outdoor,100,144.9699416,-37.81777783
2023,Melbourne (CBD),Delhi Streets,Cafes and Restaurants,Seats - Indoor,28,144.9564864,-37.81987545
2023,Melbourne (CBD),Canvas Apartment Hotel,Accommodation,Seats - Indoor,18,144.9557668,-37.82061075
2023,Melbourne (CBD),Kobab Korean Kitchen,Takeaway Food Services,Seats - Outdoor,4,144.9591981,-37.81929391
2023,Melbourne (CBD),Grill'd,Cafes and Restaurants,Seats - Outdoor,36,144.9717264,-37.81546127
2023,Melbourne (CBD),Cafe Kinetic,Cafes and Restaurants,Seats - Outdoor,12,144.9709643,-37.81556722
2023,Melbourne (CBD),Chin Chin Restaurant,Cafes and Restaurants,Seats - Indoor,120,144.9703999,-37.8156892
2023,Melbourne (CBD),Schmucks Bagels,Cafes and Restaurants,Seats - Indoor,26,144.9557247,-37.81902009
2023,Melbourne (CBD),Earl Canteen,Cafes and Restaurants,Seats - Indoor,10,144.9557247,-37.81902009
2023,Melbourne (CBD),O-Bento,Cafes and Restaurants,Seats - Indoor,60,144.9627911,-37.81729659
2023,Melbourne (CBD),Falcon 367,Cafes and Restaurants,Seats - Indoor,52,144.9624425,-37.81728185
2023,Melbourne (CBD),St Collins Speciality Coffe,Cafes and Restaurants,Seats - Outdoor,10,144.9638236,-37.81662772
2023,Melbourne (CBD),Kim Sing Restaurant,Cafes and Restaurants,Seats - Indoor,120,144.9636831,-37.81726642
2023,Melbourne (CBD),Esperienza,Cafes and Restaurants,Seats - Indoor,38,144.963914,-37.81718534
2023,Melbourne (CBD),Northeast China Family,Cafes and Restaurants,Seats - Indoor,124,144.963914,-37.81718534
2023,Melbourne (CBD),Robot Sushi & Bar,Cafes and Restaurants,Seats - Indoor,40,144.963914,-37.81718534
2023,Melbourne (CBD),Allegro Restaurant,Cafes and Restaurants,Seats - Indoor,75,144.9674252,-37.81581123
2023,Melbourne (CBD),Daniel’s Donuts Collins Street,Takeaway Food Services,Seats - Indoor,7,144.9549436,-37.81850409
2023,Melbourne (CBD),In Zone Cafe,Cafes and Restaurants,Seats - Indoor,24,144.9543648,-37.81818416
2023,Melbourne (CBD),Kartel,Cafes and Restaurants,Seats - Indoor,100,144.9574758,-37.81756267
2023,Melbourne (CBD),Kartel,Cafes and Restaurants,Seats - Outdoor,22,144.9574758,-37.81756267
2023,Melbourne (CBD),Royal Stacks,Cafes and Restaurants,Seats - Indoor,65,144.9583337,-37.81753764
2023,Melbourne (CBD),Mitre Tavern,"Pubs, Taverns and Bars",Seats - Indoor,100,144.9602885,-37.81680411
2023,Melbourne (CBD),Treviso,Cafes and Restaurants,Seats - Outdoor,26,144.960646,-37.81669159
2023,Melbourne (CBD),Taco Bill Collins Street,Cafes and Restaurants,Seats - Indoor,80,144.9604881,-37.81699089
2023,Melbourne (CBD),Makan,Cafes and Restaurants,Seats - Indoor,80,144.962171,-37.81616894
2023,Melbourne (CBD),PappaRich 360 Collins,Cafes and Restaurants,Seats - Indoor,24,144.962171,-37.81616894
2023,Melbourne (CBD),Little Ramen Bar,Cafes and Restaurants,Seats - Indoor,64,144.9626888,-37.81601648
2023,Melbourne (CBD),Brown Bagels,Takeaway Food Services,Seats - Outdoor,12,144.9634107,-37.81610875
2023,Melbourne (CBD),Ibis Budget Melbourne Cbd,Accommodation,Seats - Indoor,22,144.963496,-37.81591921
2023,Melbourne (CBD),Blahnik Corporate Catering,Cafes and Restaurants,Seats - Outdoor,24,144.9633005,-37.81557752
2023,Melbourne (CBD),Pentolina,Cafes and Restaurants,Seats - Indoor,55,144.962439,-37.81585436
2023,Melbourne (CBD),11 Inch Pizza,Takeaway Food Services,Seats - Outdoor,4,144.9629953,-37.81569828
2023,Melbourne (CBD),Yakimono,Cafes and Restaurants,Seats - Outdoor,87,144.9706863,-37.81363931
2023,Melbourne (CBD),Maverick Coffee And Food,Cafes and Restaurants,Seats - Outdoor,18,144.9706863,-37.81363931
2023,Melbourne (CBD),Nick & Nora's,"Pubs, Taverns and Bars",Seats - Indoor,240,144.9706863,-37.81363931
2023,Melbourne (CBD),Bowls Baby,Cafes and Restaurants,Seats - Outdoor,20,144.9706863,-37.81363931
2023,Melbourne (CBD),Brioche by Philip,Cafes and Restaurants,Seats - Indoor,29,144.9578138,-37.81636535
2023,Melbourne (CBD),Belle's Hot Chicken Galleria,Cafes and Restaurants,Seats - Indoor,75,144.9629215,-37.81492944
2023,Melbourne (CBD),The Dove Club,"Pubs, Taverns and Bars",Seats - Indoor,120,144.9640096,-37.81488661
2023,Melbourne (CBD),Gourmet Curry Hut,Cafes and Restaurants,Seats - Outdoor,18,144.9640096,-37.81488661
2023,Melbourne (CBD),Amie's Bakery,Cafes and Restaurants,Seats - Outdoor,33,144.9701094,-37.81281419
2021,Melbourne (CBD),Liaision,Cafes and Restaurants,Seats - Outdoor,10,144.972489,-37.8129228
2021,Melbourne (CBD),LB2,Takeaway Food Services,Seats - Indoor,16,144.956768,-37.81696668
2021,Melbourne (CBD),Uncle David's Cafe,Takeaway Food Services,Seats - Indoor,8,144.95711,-37.81687975
2021,Melbourne (CBD),Oli & Levi,Cafes and Restaurants,Seats - Indoor,15,144.9629215,-37.81492944
2021,Melbourne (CBD),Guhng The Palace,Cafes and Restaurants,Seats - Indoor,132,144.961621,-37.81534185
2021,Melbourne (CBD),Koko Black,Other Specialised Food Retailing,Seats - Outdoor,16,144.9639641,-37.81438774
2021,Melbourne (CBD),Warra Warra,Cafes and Restaurants,Seats - Outdoor,20,144.9666196,-37.81373785
2021,Melbourne (CBD),Cafe Soho,Takeaway Food Services,Seats - Indoor,12,144.9666196,-37.81373785
2021,Melbourne (CBD),L'Incontro,Cafes and Restaurants,Seats - Outdoor,100,144.9662916,-37.81430518
2021,Melbourne (CBD),Sempre Pizza & Calzone,Cafes and Restaurants,Seats - Outdoor,16,144.9719062,-37.81197511
2021,Melbourne (CBD),La Di Da,Cafes and Restaurants,Seats - Outdoor,80,144.9556242,-37.81551358
2021,Melbourne (CBD),Rock the Wok,Cafes and Restaurants,Seats - Outdoor,24,144.957392,-37.81531894
2021,Melbourne (CBD),Laurent Boulangerie Patisserie,Cafes and Restaurants,Seats - Indoor,50,144.957392,-37.81531894
2021,Melbourne (CBD),Bluestones 520 Cafe,Cafes and Restaurants,Seats - Indoor,70,144.9583893,-37.81527042
2021,Melbourne (CBD),Dari Korean Café And Bar,Cafes and Restaurants,Seats - Outdoor,18,144.9612666,-37.81398767
2021,Melbourne (CBD),Larder Section,Cafes and Restaurants,Seats - Indoor,12,144.9612043,-37.81385117
2021,Melbourne (CBD),Nirankar Restaurant,Cafes and Restaurants,Seats - Indoor,110,144.960768,-37.81429358
2021,Melbourne (CBD),Mercure Welcome Hotel,Accommodation,Seats - Indoor,75,144.9646631,-37.81289592
2021,Melbourne (CBD),Gloria Jean's Coffees,Cafes and Restaurants,Seats - Indoor,20,144.9662781,-37.8127357
2021,Melbourne (CBD),McDonald's,Cafes and Restaurants,Seats - Indoor,36,144.9682477,-37.81251256
2021,Melbourne (CBD),White Tomato,Cafes and Restaurants,Seats - Indoor,70,144.9684703,-37.81244913
2021,Melbourne (CBD),Pipa,Cafes and Restaurants,Seats - Indoor,32,144.9723624,-37.81128726
2021,Melbourne (CBD),Crystal Jade,Cafes and Restaurants,Seats - Indoor,30,144.953608,-37.81541879
2021,Melbourne (CBD),Korean Table,Cafes and Restaurants,Seats - Indoor,20,144.953608,-37.81541879
2021,Melbourne (CBD),Banoi,Cafes and Restaurants,Seats - Outdoor,8,144.9570652,-37.8146458
2021,Melbourne (CBD),Sool Tong,Cafes and Restaurants,Seats - Indoor,35,144.9599066,-37.81386712
2021,Melbourne (CBD),Michelangelo Osteria,Cafes and Restaurants,Seats - Outdoor,12,144.9598744,-37.81379642
2021,Melbourne (CBD),The Mill,Cafes and Restaurants,Seats - Outdoor,44,144.9609081,-37.81323464
2021,Melbourne (CBD),Top Tongue,Cafes and Restaurants,Seats - Indoor,35,144.9610118,-37.81288038
2021,Melbourne (CBD),Namsan,Cafes and Restaurants,Seats - Indoor,30,144.9604725,-37.81345752
2021,Melbourne (CBD),Tetsujin,Cafes and Restaurants,Seats - Indoor,100,144.9639289,-37.81247035
2021,Melbourne (CBD),Tina's Noodle Kitchen,Cafes and Restaurants,Seats - Indoor,80,144.9648048,-37.81244688
2021,Melbourne (CBD),Taiwan Cafe,Cafes and Restaurants,Seats - Indoor,56,144.9645322,-37.81185958
2021,Melbourne (CBD),Supper Inn Chinese Restaurant,Cafes and Restaurants,Seats - Indoor,70,144.9661302,-37.81188097
2021,Melbourne (CBD),Boilermaker House,"Pubs, Taverns and Bars",Seats - Outdoor,40,144.9662603,-37.81143144
2021,Melbourne (CBD),Yamato Japanese Restaurant,Cafes and Restaurants,Seats - Indoor,28,144.9681526,-37.8108144
2021,Melbourne (CBD),Anda Cafe,Cafes and Restaurants,Seats - Outdoor,18,144.971876,-37.80994479
2021,Melbourne (CBD),Mapo Grill & Bar,Cafes and Restaurants,Seats - Indoor,64,144.9555651,-37.81329562
2021,Melbourne (CBD),Gami City,Cafes and Restaurants,Seats - Outdoor,12,144.9560016,-37.81346261
2022,Docklands,Volume Cafe,Cafes and Restaurants,Seats - Indoor,64,144.9457013,-37.82206262
2022,Docklands,Cafenatics Forte,Cafes and Restaurants,Seats - Outdoor,16,144.9450626,-37.81970439
2022,Docklands,All Smiles,Catering Services,Seats - Indoor,150,144.9414163,-37.81534621
2022,Docklands,China Bar Docklands,Cafes and Restaurants,Seats - Indoor,90,144.9394445,-37.81215075
2022,Docklands,Miss Pings Thai Eatery,Cafes and Restaurants,Seats - Indoor,32,144.9379984,-37.81328752
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2023,Melbourne (CBD),Fiord,Cafes and Restaurants,Seats - Outdoor,12,144.956768,-37.81696668
2023,Melbourne (CBD),Cafe Felice,Cafes and Restaurants,Seats - Outdoor,40,144.9601729,-37.81549193
2023,Melbourne (CBD),Belle's Hot Chicken Galleria,Cafes and Restaurants,Seats - Outdoor,6,144.9629215,-37.81492944
2023,Melbourne (CBD),Aru Melbourne,Cafes and Restaurants,Seats - Indoor,110,144.9652234,-37.81420579
2023,Melbourne (CBD),Il Bacaro Cucina E Bar,Cafes and Restaurants,Seats - Indoor,45,144.9678661,-37.81377422
2023,Melbourne (CBD),Brioche by Philip,Takeaway Food Services,Seats - Outdoor,4,144.9690213,-37.81349217
2023,Melbourne (CBD),KEDAI SATAY,Cafes and Restaurants,Seats - Outdoor,10,144.9556947,-37.81567371
